,reaction,starting electrophile SMILES,input electrophile SMILES,nucleophile SMILES,"3,3 Catalyst Substituent ",N Catalyst Substituent,solvent,Temperature (Celsius),Temperature (Kelvin),yield (%),ee (%),e.r. 1,e.r. 2,ddG,reference ,Link,Unnamed: 0,ster1,ster2,ster3,polarxx,polarxy,polaryy,polarzx,polaryz,polarzz,mean_polar,HOMO,LUMO,biggest distance,major_axis,Axis_2,Axis_3,Vbur75,old_name
46,2l,C/C=C(C)/C(=O)/C=C/C(C)C,C/C=C(C)/C(=O)/C=C/C(C)C,C/C=C(C)/C(=O)/C=C/C(C)C,c4ccc3c1ccccc1c2ccccc2c3c4,NS(=O)(=O)C(F)(F)C(F)(F)F,toluene,-20,253.15,66.0,90,95.0,5.0,1.4803340689659,"J. Am. Chem. Soc. 2019, 141, 3414−3431",,ph_2triphenylene_2_1_m062x,11.14,1.71,6.95,422.469,9.186,311.368,-3.148,7.701,139.907,291.25,-0.26157,-0.02659,13.5346441608438,13.306225,8.696297,2.621104,8.57903704192562,c4ccc3c1ccccc1c2ccccc2c3c4
47,2m,C/C=C(C)/C(=O)/C=C/C(C)(C)C,C/C=C(C)/C(=O)/C=C/C(C)(C)C,C/C=C(C)/C(=O)/C=C/C(C)(C)C,c4ccc3c1ccccc1c2ccccc2c3c4,NS(=O)(=O)C(F)(F)C(F)(F)F,toluene,-20,253.15,72.0,94,97.0,3.0,1.74762912529695,"J. Am. Chem. Soc. 2019, 141, 3414−3432",,ph_2triphenylene_2_1_m062x,11.14,1.71,6.95,422.469,9.186,311.368,-3.148,7.701,139.907,291.25,-0.26157,-0.02659,13.5346441608438,13.306225,8.696297,2.621104,8.57903704192562,c4ccc3c1ccccc1c2ccccc2c3c4
48,2n,CC/C=C(C)/C(=O)/C=C/c1ccccc1Br,CC/C=C(C)/C(=O)/C=C/c1ccccc1Br,CC/C=C(C)/C(=O)/C=C/c1ccccc1Br,c4ccc3c1ccccc1c2ccccc2c3c4,NS(=O)(=O)C(F)(F)C(F)(F)F,toluene,-20,253.15,71.0,76,88.0,12.0,1.00170602063597,"J. Am. Chem. Soc. 2019, 141, 3414−3433",,ph_2triphenylene_2_1_m062x,11.14,1.71,6.95,422.469,9.186,311.368,-3.148,7.701,139.907,291.25,-0.26157,-0.02659,13.5346441608438,13.306225,8.696297,2.621104,8.57903704192562,c4ccc3c1ccccc1c2ccccc2c3c4
49,4a with 3b,O=CCCC(=O)c1ccccc1,O=CCCC(=O)c1ccccc1,C=C(OC)O[Si](C)(C)C,CC(C)(C)c1ccccc1,NS(=O)(=O)C(F)(F)F,toluene,-78,195.15,85.0,89,94.5,5.5,1.10218564765954,"Angew.Chem.Int.Ed.2018,57,12162–12166",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.201806312,ph4tbu_idp_1_1_m062x,9.04,2.81,3.31,273.895,-0.275,169.051,0.008,1.277,121.196,188.05,-0.2733,-0.00301,11.5007243963751,11.42182,4.245001,4.06217,11.0168045649678,CC(C)(C)c1ccccc1
50,4a,O=CCCC(=O)c1ccccc1,O=CCCC(=O)c1ccccc1,C=C(OC)O[Si](C)(C)C,CC(C)(C)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-78,195.15,82.0,93,96.5,3.5,1.28547747480641,"Angew.Chem.Int.Ed.2018,57,12162–12166",,ph4tbu_idp_1_1_m062x,9.04,2.81,3.31,273.895,-0.275,169.051,0.008,1.277,121.196,188.05,-0.2733,-0.00301,11.5007243963751,11.42182,4.245001,4.06217,11.0168045649678,CC(C)(C)c1ccccc1
51,4b,O=CCCC(=O)c1ccccc1,O=CCCC(=O)c1ccccc1,C=C(OCc1ccccc1)O[Si](C)(C)C,CC(C)(C)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-78,195.15,83.0,85,92.5,7.5,0.973689014842612,"Angew.Chem.Int.Ed.2018,57,12162–12167",,ph4tbu_idp_1_1_m062x,9.04,2.81,3.31,273.895,-0.275,169.051,0.008,1.277,121.196,188.05,-0.2733,-0.00301,11.5007243963751,11.42182,4.245001,4.06217,11.0168045649678,CC(C)(C)c1ccccc1
52,4c,Cc1ccc(C(=O)CCC=O)cc1,Cc1ccc(C(=O)CCC=O)cc1,C=C(OC)O[Si](C)(C)C,CC(C)(C)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-78,195.15,92.0,84,92.0,8.0,0.946575311569268,"Angew.Chem.Int.Ed.2018,57,12162–12168",,ph4tbu_idp_1_1_m062x,9.04,2.81,3.31,273.895,-0.275,169.051,0.008,1.277,121.196,188.05,-0.2733,-0.00301,11.5007243963751,11.42182,4.245001,4.06217,11.0168045649678,CC(C)(C)c1ccccc1
53,4d,O=CCCC(=O)c1ccc(Br)cc1,O=CCCC(=O)c1ccc(Br)cc1,C=C(OC)O[Si](C)(C)C,CC(C)(C)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-78,195.15,94.0,94,97.0,3.0,1.34722426941221,"Angew.Chem.Int.Ed.2018,57,12162–12169",,ph4tbu_idp_1_1_m062x,9.04,2.81,3.31,273.895,-0.275,169.051,0.008,1.277,121.196,188.05,-0.2733,-0.00301,11.5007243963751,11.42182,4.245001,4.06217,11.0168045649678,CC(C)(C)c1ccccc1
54,4e,N#Cc1ccc(C(=O)CCC=O)cc1,N#Cc1ccc(C(=O)CCC=O)cc1,C=C(OC)O[Si](C)(C)C,CC(C)(C)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-40,233.15,89.0,97,98.5,1.5,1.93761606358505,"Angew.Chem.Int.Ed.2018,57,12162–12170",,ph4tbu_idp_1_1_m062x,9.04,2.81,3.31,273.895,-0.275,169.051,0.008,1.277,121.196,188.05,-0.2733,-0.00301,11.5007243963751,11.42182,4.245001,4.06217,11.0168045649678,CC(C)(C)c1ccccc1
55,4f,CC(=O)CCC=O,CC(=O)CCC=O,C=C(OCc1ccccc1)O[Si](C)(C)C,CC(C)(C)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-95,178.15,91.0,90,95.0,5.0,1.04175988301906,"Angew.Chem.Int.Ed.2018,57,12162–12171",,ph4tbu_idp_1_1_m062x,9.04,2.81,3.31,273.895,-0.275,169.051,0.008,1.277,121.196,188.05,-0.2733,-0.00301,11.5007243963751,11.42182,4.245001,4.06217,11.0168045649678,CC(C)(C)c1ccccc1
56,4g,O=CCCC(=O)C1CCCCC1,O=CCCC(=O)C1CCCCC1,C=C(OC)O[Si](C)(C)C,CC(C)(C)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-78,195.15,76.0,87,93.5,6.5,1.03331774522852,"Angew.Chem.Int.Ed.2018,57,12162–12172",,ph4tbu_idp_1_1_m062x,9.04,2.81,3.31,273.895,-0.275,169.051,0.008,1.277,121.196,188.05,-0.2733,-0.00301,11.5007243963751,11.42182,4.245001,4.06217,11.0168045649678,CC(C)(C)c1ccccc1
57,4h,CCCCCCCCC#CC(=O)CCC=O,CCCCCCCCC#CC(=O)CCC=O,C=C(OC)O[Si](C)(C)C,CC(C)(C)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-78,195.15,72.0,93,96.5,3.5,1.28547747480641,"Angew.Chem.Int.Ed.2018,57,12162–12173",,ph4tbu_idp_1_1_m062x,9.04,2.81,3.31,273.895,-0.275,169.051,0.008,1.277,121.196,188.05,-0.2733,-0.00301,11.5007243963751,11.42182,4.245001,4.06217,11.0168045649678,CC(C)(C)c1ccccc1
58,4i,O=CCCCC(=O)c1ccccc1,O=CCCCC(=O)c1ccccc1,C=C(OC)O[Si](C)(C)C,CC(C)(C)c1ccccc1,NS(=O)(=O)C(F)(F)F,toluene,-78,195.15,76.0,91,95.5,4.5,1.18403886746725,"Angew.Chem.Int.Ed.2018,57,12162–12174",,ph4tbu_idp_1_1_m062x,9.04,2.81,3.31,273.895,-0.275,169.051,0.008,1.277,121.196,188.05,-0.2733,-0.00301,11.5007243963751,11.42182,4.245001,4.06217,11.0168045649678,CC(C)(C)c1ccccc1
59,4j,CC(=O)CCCC=O,CC(=O)CCCC=O,C=C(OCc1ccccc1)O[Si](C)(C)C,CC(C)(C)c1ccccc1,NS(=O)(=O)C(F)(F)F,toluene,-40,233.15,75.0,97,98.5,1.5,1.93761606358505,"Angew.Chem.Int.Ed.2018,57,12162–12175",,ph4tbu_idp_1_1_m062x,9.04,2.81,3.31,273.895,-0.275,169.051,0.008,1.277,121.196,188.05,-0.2733,-0.00301,11.5007243963751,11.42182,4.245001,4.06217,11.0168045649678,CC(C)(C)c1ccccc1
60,4n,CC(=O)CCC(=O)c1ccccc1,CC(=O)CCC(=O)c1ccccc1,C=C(OC)O[Si](C)(C)C,CC(C)(C)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-95,178.15,91.0,94,97.0,3.0,1.22986422544599,"Angew.Chem.Int.Ed.2018,57,12162–12176",,ph4tbu_idp_1_1_m062x,9.04,2.81,3.31,273.895,-0.275,169.051,0.008,1.277,121.196,188.05,-0.2733,-0.00301,11.5007243963751,11.42182,4.245001,4.06217,11.0168045649678,CC(C)(C)c1ccccc1
61,4o,CC(=O)CCC(=O)COCc1ccccc1,CC(=O)CCC(=O)COCc1ccccc1,C=C(OC)O[Si](C)(C)C,CC(C)(C)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-78,195.15,61.0,86,93.0,7.0,1.00251775704442,"Angew.Chem.Int.Ed.2018,57,12162–12177",,ph4tbu_idp_1_1_m062x,9.04,2.81,3.31,273.895,-0.275,169.051,0.008,1.277,121.196,188.05,-0.2733,-0.00301,11.5007243963751,11.42182,4.245001,4.06217,11.0168045649678,CC(C)(C)c1ccccc1
62,4p,CC(=O)CCC(C)=O,CC(=O)CCC(C)=O,C=C(OCc1ccccc1)O[Si](C)(C)C,CC(C)(C)c1ccccc1,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-78,195.15,92.0,99,99.5,0.5,2.05151503497834,"Angew.Chem.Int.Ed.2018,57,12162–12178",,ph4tbu_idp_1_1_m062x,9.04,2.81,3.31,273.895,-0.275,169.051,0.008,1.277,121.196,188.05,-0.2733,-0.00301,11.5007243963751,11.42182,4.245001,4.06217,11.0168045649678,CC(C)(C)c1ccccc1
63,optimization 1,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C(C)/C,c1ccccc1,NS(=O)(=O)C(F)(F)F,toluene,25,298.15,,47,73.5,26.5,0.604051714260915,"Angew.Chem.Int.Ed.2018,57,2464–2468",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.201712088,phenyl_idp_1_1_m062x,6.85,1.7,3.23,195.699,0.0,130.546,0.0,0.0,78.673,134.97,-0.27988,-0.00575,9.24379800000005,9.243798,4.025508,1.478844,8.30449535728804,c1ccccc1
64,2,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C(C)/C,FC(F)(F)c1cccc(C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,toluene,25,298.15,,9,54.5,45.5,0.10687184190818,"Angew.Chem.Int.Ed.2018,57,2464–2469",,ph35cf3_1_1_m062x,7.47,2.51,4.96,221.862,0.0,158.853,0.0,14.055,103.655,161.46,-0.30349,-0.03128,9.77025869236107,9.471022,6.830997,2.698051,11.8485902454348,FC(F)(F)c1cccc(C(F)(F)F)c1
65,3 (appear to give inversion need to note absolue ee),COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C(C)/C,c2ccc1ccccc1c2,NS(=O)(=O)C(F)(F)F,toluene,25,298.15,,72,86.0,14.0,1.07488020525664,"Angew.Chem.Int.Ed.2018,57,2464–2470",,2naphth_idp_1_1_m062x,8.98,1.7,4.42,296.137,6.544,173.487,0.484,2.244,100.17,189.93,-0.26066,-0.02697,11.4272056086503,11.407403,5.399177,2.120202,10.6941209998869,c2ccc1ccccc1c2
66,4,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C(C)/C,Cc1ccccc1,NS(=O)(=O)C(F)(F)F,toluene,25,298.15,,66,83.0,17.0,0.938890970606811,"Angew.Chem.Int.Ed.2018,57,2464–2471",,ph_4me_2_1_m062x,7.91,1.71,3.23,224.093,0.187,139.133,-0.444,-0.203,87.739,150.32,-0.27296,-0.00208,10.1422232858064,10.092066,4.035209,1.730127,8.86213291218795,Cc1ccccc1
67,5,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,toluene,25,298.15,,86,93.0,7.0,1.5316457558944,"Angew.Chem.Int.Ed.2018,57,2464–2472",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
68,6,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,Et2O,25,298.15,,84,92.0,8.0,1.44617693643032,"Angew.Chem.Int.Ed.2018,57,2464–2473",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
69,7,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,CHCl3,25,298.15,,54,77.0,23.0,0.71547236028815,"Angew.Chem.Int.Ed.2018,57,2464–2474",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
70,8,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,25,298.15,,91,95.5,4.5,1.80897355027087,"Angew.Chem.Int.Ed.2018,57,2464–2475",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
71,9,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,25,298.15,,91,95.5,4.5,1.80897355027087,"Angew.Chem.Int.Ed.2018,57,2464–2476",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
72,10,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,10,283.15,,93,96.5,3.5,1.86514448881084,"Angew.Chem.Int.Ed.2018,57,2464–2477",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
73,11,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,,94,97.0,3.0,1.88569976525721,"Angew.Chem.Int.Ed.2018,57,2464–2478",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
74,ester scope1,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,97.0,94,97.0,3.0,1.88569976525721,"Angew.Chem.Int.Ed.2018,57,2464–2479",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
75,2,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,98.0,94,97.0,3.0,1.88569976525721,"Angew.Chem.Int.Ed.2018,57,2464–2480",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
76,3,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,98.0,93,96.5,3.5,1.79927323721943,"Angew.Chem.Int.Ed.2018,57,2464–2481",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
77,4,COC(=O)/C=C/c1ccc(C)cc1,COC(=O)/C=C/c1ccc(C)cc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,95.0,94,97.0,3.0,1.88569976525721,"Angew.Chem.Int.Ed.2018,57,2464–2482",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
78,5,COC(=O)/C=C/c1cccc(C)c1,COC(=O)/C=C/c1cccc(C)c1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,95.0,96,98.0,2.0,2.11121871885583,"Angew.Chem.Int.Ed.2018,57,2464–2483",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
79,6,COC(=O)/C=C/c1ccccc1C,COC(=O)/C=C/c1ccccc1C,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,92.0,93,96.5,3.5,1.79927323721943,"Angew.Chem.Int.Ed.2018,57,2464–2484",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
80,7,COC(=O)/C=C/c1ccc(F)cc1,COC(=O)/C=C/c1ccc(F)cc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,99.0,95,97.5,2.5,1.98739390118966,"Angew.Chem.Int.Ed.2018,57,2464–2485",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
81,8,COC(=O)/C=C/c1ccc(Cl)cc1,COC(=O)/C=C/c1ccc(Cl)cc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,97.0,95,97.5,2.5,1.98739390118966,"Angew.Chem.Int.Ed.2018,57,2464–2486",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
82,9,COC(=O)/C=C/c1ccc(Br)cc1,COC(=O)/C=C/c1ccc(Br)cc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,98.0,96,98.0,2.0,2.11121871885583,"Angew.Chem.Int.Ed.2018,57,2464–2487",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
83,10,COC(=O)/C=C/c1cccc2ccccc12,COC(=O)/C=C/c1cccc2ccccc12,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,92.0,89,94.5,5.5,1.54272103334975,"Angew.Chem.Int.Ed.2018,57,2464–2488",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
84,11,COC(=O)/C=C/c1ccc(OC)cc1,COC(=O)/C=C/c1ccc(OC)cc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,95.0,91,95.5,4.5,1.6572903748331,"Angew.Chem.Int.Ed.2018,57,2464–2489",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
85,12,COC(=O)/C=C/c1ccc(C#N)cc1,COC(=O)/C=C/c1ccc(C#N)cc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,P-xylene,0,273.15,89.0,95,97.5,2.5,1.98739390118966,"Angew.Chem.Int.Ed.2018,57,2464–2490",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
86,13,COC(=O)/C=C/c1ccc(N(=O)=O)cc1,COC(=O)/C=C/c1ccc(N(=O)=O)cc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,"Toluene/1,4-dioxane (3:1)",25,298.15,76.0,90,95.0,5.0,1.74347858053401,"Angew.Chem.Int.Ed.2018,57,2464–2491",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
87,14,COC(=O)/C=C/c2ccc1OCOc1c2,COC(=O)/C=C/c2ccc1OCOc1c2,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,M-xylene,0,273.15,84.0,94,97.0,3.0,1.88569976525721,"Angew.Chem.Int.Ed.2018,57,2464–2492",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
88,15,COC(=O)/C=C/c1ccco1,COC(=O)/C=C/c1ccco1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,94.0,89,94.5,5.5,1.54272103334975,"Angew.Chem.Int.Ed.2018,57,2464–2493",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
89,16,COC(=O)/C=C/CCc1ccccc1,COC(=O)/C=C/CCc1ccccc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,Methyl-cyclohexane,-40,233.15,92.0,94,97.0,3.0,1.6095584853367,"Angew.Chem.Int.Ed.2018,57,2464–2494",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
90,17,CCCCCCC/C=C/C(=O)OC,CCCCCCC/C=C/C(=O)OC,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,Methyl-cyclohexane,-40,233.15,94.0,90,95.0,5.0,1.36338095271341,"Angew.Chem.Int.Ed.2018,57,2464–2495",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
91,18,COC(=O)/C=C/C(C)C,COC(=O)/C=C/C(C)C,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,40,313.15,,69,84.5,15.5,1.05471433333436,"Angew.Chem.Int.Ed.2018,57,2464–2496",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
